Time, Altitude, Velocity, Temperature (F), Voltage
33.30, 3676, -62, 87.84, 9.20
33.35, 3668, -60, 87.84, 9.20
33.40, 3659, -57, 87.84, 9.20
33.45, 3657, -55, 87.84, 9.20
33.50, 3660, -55, 87.84, 9.20
33.55, 3652, -56, 87.84, 9.20
33.60, 3644, -59, 87.84, 9.20
33.65, 3644, -62, 87.84, 9.20
33.70, 3640, -67, 87.84, 9.20
33.75, 3634, -71, 87.84, 9.20
33.80, 3632, -73, 87.84, 9.20
33.85, 3630, -74, 87.84, 9.20
33.90, 3628, -72, 87.84, 9.20
33.95, 3619, -70, 87.84, 9.20
34.00, 3616, -68, 87.84, 9.20
34.05, 3611, -68, 87.84, 9.20
34.10, 3605, -68, 87.84, 9.20
34.15, 3604, -70, 87.82, 9.20
34.20, 3601, -70, 87.84, 9.20
34.25, 3604, -69, 87.84, 9.20
34.30, 3605, -67, 87.84, 9.20
34.35, 3607, -64, 87.84, 9.20
34.40, 3616, -62, 87.84, 9.20
34.45, 3618, -61, 87.82, 9.20
34.50, 3612, -62, 87.84, 9.20
34.55, 3606, -63, 87.84, 9.20
34.60, 3598, -65, 87.82, 9.20
34.65, 3589, -66, 87.82, 9.20
34.70, 3577, -67, 87.82, 9.20
34.75, 3569, -67, 87.82, 9.20
34.80, 3564, -68, 87.82, 9.20
34.85, 3561, -68, 87.82, 9.20
34.90, 3557, -68, 87.80, 9.20
34.95, 3554, -67, 87.82, 9.20
35.00, 3550, -67, 87.82, 9.20
35.05, 3547, -66, 87.80, 9.20
35.10, 3544, -65, 87.80, 9.20
35.15, 3542, -65, 87.78, 9.20
35.20, 3538, -65, 87.82, 9.20
35.25, 3542, -66, 87.82, 9.20
35.30, 3544, -67, 87.80, 9.20
35.35, 3546, -69, 87.80, 9.20
35.40, 3547, -71, 87.78, 9.20
35.45, 3538, -72, 87.82, 9.20
35.50, 3526, -72, 87.78, 9.20
35.55, 3518, -71, 87.78, 9.20
35.60, 3511, -70, 87.78, 9.20
35.65, 3508, -68, 87.78, 9.20
35.70, 3504, -64, 87.78, 9.20
35.75, 3501, -60, 87.78, 9.20
35.80, 3497, -57, 87.78, 9.20
35.85, 3492, -54, 87.78, 9.20
35.90, 3489, -52, 87.78, 9.20
35.95, 3486, -51, 87.78, 9.20
36.00, 3483, -49, 87.78, 9.20
36.05, 3479, -48, 87.78, 9.20
36.10, 3478, -48, 87.80, 9.20
36.15, 3476, -49, 87.78, 9.20
36.20, 3477, -51, 87.78, 9.20
36.25, 3476, -56, 87.78, 9.20
36.30, 3475, -60, 87.78, 9.20
36.35, 3472, -64, 87.78, 9.20
36.40, 3470, -67, 87.78, 9.20
36.45, 3479, -68, 87.78, 9.20
36.50, 3467, -67, 87.78, 9.20
36.55, 3459, -66, 87.76, 9.20
36.60, 3448, -65, 87.78, 9.20
36.65, 3450, -63, 87.75, 9.20
36.70, 3455, -62, 87.76, 9.20
36.75, 3458, -61, 87.78, 9.20
36.80, 3460, -61, 87.76, 9.20
36.85, 3451, -61, 87.76, 9.20
36.90, 3454, -62, 87.76, 9.20
36.95, 3455, -63, 87.76, 9.20
37.00, 3453, -63, 87.75, 9.20
37.05, 3454, -63, 87.75, 9.20
37.10, 3459, -63, 87.75, 9.20
37.15, 3441, -63, 87.75, 9.20
37.20, 3434, -64, 87.76, 9.20
37.25, 3422, -64, 87.75, 9.20
37.30, 3420, -65, 87.75, 9.20
37.35, 3409, -65, 87.73, 9.20
37.40, 3399, -66, 87.75, 9.20
37.45, 3396, -66, 87.75, 9.20
37.50, 3389, -66, 87.75, 9.20
37.55, 3385, -66, 87.75, 9.20
37.60, 3384, -67, 87.75, 9.20
37.65, 3384, -69, 87.75, 9.20
37.70, 3384, -71, 87.75, 9.20
37.75, 3382, -73, 87.75, 9.20
37.80, 3376, -75, 87.73, 9.20
37.85, 3367, -76, 87.75, 9.20
37.90, 3362, -76, 87.73, 9.20
37.95, 3356, -76, 87.73, 9.20
38.00, 3355, -76, 87.73, 9.20
38.05, 3358, -75, 87.73, 9.20
38.10, 3356, -74, 87.73, 9.20
38.15, 3352, -72, 87.73, 9.20
38.20, 3349, -71, 87.73, 9.20
38.25, 3348, -70, 87.73, 9.20
38.30, 3344, -70, 87.73, 9.20
38.35, 3345, -69, 87.73, 9.20
38.40, 3344, -67, 87.73, 9.20
38.45, 3342, -66, 87.73, 9.20
38.50, 3331, -64, 87.73, 9.20
38.55, 3321, -63, 87.73, 9.20
38.60, 3318, -63, 87.73, 9.20
38.65, 3314, -61, 87.73, 9.20
38.70, 3311, -59, 87.73, 9.20
38.75, 3309, -56, 87.71, 9.20
38.80, 3307, -52, 87.71, 9.20
38.85, 3306, -49, 87.71, 9.20
38.90, 3305, -47, 87.73, 9.20
38.95, 3304, -47, 87.73, 9.20
39.00, 3305, -50, 87.71, 9.20
39.05, 3305, -52, 87.71, 9.20
39.10, 3306, -55, 87.71, 9.20
39.15, 3305, -58, 87.71, 9.20
39.20, 3284, -60, 87.69, 9.20
39.25, 3274, -63, 87.69, 9.20
39.30, 3273, -66, 87.71, 9.20
39.35, 3273, -67, 87.69, 9.20
39.40, 3267, -67, 87.69, 9.20
39.45, 3263, -65, 87.67, 9.20
39.50, 3264, -63, 87.69, 9.20
39.55, 3262, -60, 87.69, 9.20
39.60, 3263, -58, 87.69, 9.20
39.65, 3267, -56, 87.67, 9.20
39.70, 3260, -54, 87.69, 9.20
39.75, 3281, -54, 87.66, 9.20
39.80, 3275, -54, 87.66, 9.20
39.85, 3283, -55, 87.69, 9.20
39.90, 3270, -58, 87.67, 9.20
39.95, 3253, -61, 87.66, 9.20
40.00, 3250, -65, 87.67, 9.20
40.05, 3258, -67, 87.66, 9.20
40.10, 3236, -68, 87.66, 9.20
40.15, 3235, -67, 87.64, 9.20
40.20, 3218, -63, 87.66, 9.20
40.25, 3216, -59, 87.64, 9.20
40.30, 3213, -55, 87.66, 9.20
40.35, 3209, -51, 87.66, 9.20
40.40, 3208, -50, 87.64, 9.20
40.45, 3209, -50, 87.62, 9.20
40.50, 3208, -51, 87.66, 9.20
40.55, 3203, -53, 87.62, 9.20
40.60, 3203, -57, 87.64, 9.20
40.65, 3218, -61, 87.62, 9.20
40.70, 3202, -67, 87.62, 9.20
40.75, 3205, -72, 87.62, 9.20
40.80, 3200, -76, 87.62, 9.20
40.85, 3197, -78, 87.62, 9.20
40.90, 3188, -78, 87.62, 9.20
40.95, 3177, -76, 87.62, 9.20
41.00, 3169, -74, 87.62, 9.20
41.05, 3165, -71, 87.62, 9.20
41.10, 3160, -68, 87.62, 9.20
41.15, 3162, -64, 87.62, 9.20
41.20, 3167, -61, 87.62, 9.20
41.25, 3163, -59, 87.60, 9.20
41.30, 3178, -60, 87.60, 9.20
41.35, 3179, -61, 87.62, 9.20
41.40, 3166, -63, 87.60, 9.20
41.45, 3164, -65, 87.60, 9.20
41.50, 3162, -67, 87.60, 9.20
41.55, 3157, -69, 87.60, 9.20
41.60, 3146, -70, 87.60, 9.20
41.65, 3141, -72, 87.60, 9.20
41.70, 3129, -72, 87.60, 9.20
41.75, 3122, -72, 87.60, 9.20
41.80, 3119, -70, 87.60, 9.20
41.85, 3115, -69, 87.60, 9.20
41.90, 3111, -67, 87.60, 9.20
41.95, 3107, -66, 87.58, 9.20
42.00, 3105, -65, 87.60, 9.20
42.05, 3106, -64, 87.58, 9.20
42.10, 3108, -65, 87.60, 9.20
42.15, 3113, -66, 87.60, 9.20
42.20, 3103, -69, 87.58, 9.20
42.25, 3102, -71, 87.58, 9.20
42.30, 3091, -74, 87.58, 9.20
42.35, 3081, -75, 87.60, 9.20
42.40, 3080, -75, 87.60, 9.20
42.45, 3074, -74, 87.58, 9.20
42.50, 3074, -72, 87.60, 9.20
42.55, 3068, -68, 87.60, 9.20
42.60, 3066, -64, 87.58, 9.20
42.65, 3065, -61, 87.60, 9.20
42.70, 3062, -58, 87.58, 9.20
42.75, 3065, -57, 87.58, 9.20
42.80, 3061, -58, 87.58, 9.20
42.85, 3055, -60, 87.58, 9.20
42.90, 3052, -62, 87.58, 9.20
42.95, 3045, -63, 87.58, 9.20
43.00, 3040, -64, 87.58, 9.20
43.05, 3038, -65, 87.58, 9.20
43.10, 3035, -65, 87.57, 9.20
43.15, 3032, -64, 87.58, 9.20
43.20, 3030, -63, 87.57, 9.20
43.25, 3026, -62, 87.58, 9.20
43.30, 3023, -60, 87.57, 9.20
43.35, 3021, -60, 87.57, 9.20
43.40, 3020, -59, 87.57, 9.20
43.45, 3019, -60, 87.57, 9.20
43.50, 3016, -62, 87.57, 9.20
43.55, 3021, -63, 87.57, 9.20
43.60, 3026, -65, 87.57, 9.20
43.65, 3026, -66, 87.57, 9.20
43.70, 3015, -67, 87.57, 9.20
43.75, 3007, -68, 87.57, 9.20
43.80, 2995, -68, 87.57, 9.20
43.85, 2988, -67, 87.55, 9.20
43.90, 2982, -66, 87.57, 9.20
43.95, 2981, -64, 87.55, 9.20
44.00, 2977, -63, 87.57, 9.20
44.05, 2980, -62, 87.55, 9.20
44.10, 2984, -62, 87.57, 9.20
44.15, 2981, -62, 87.57, 9.20
44.20, 2981, -63, 87.57, 9.20
44.25, 2974, -63, 87.57, 9.20
44.30, 2967, -63, 87.57, 9.20
44.35, 2966, -64, 87.55, 9.20
44.40, 2962, -65, 87.55, 9.20
44.45, 2953, -66, 87.55, 9.20
44.50, 2943, -68, 87.55, 9.20
44.55, 2938, -71, 87.53, 9.20
44.60, 2936, -73, 87.53, 9.20
44.65, 2932, -73, 87.55, 9.20
44.70, 2929, -72, 87.53, 9.20
44.75, 2926, -70, 87.53, 9.20
44.80, 2924, -68, 87.53, 9.20
44.85, 2922, -66, 87.53, 9.20
44.90, 2921, -65, 87.53, 9.20
44.95, 2921, -64, 87.53, 9.20
45.00, 2918, -64, 87.53, 9.20
45.05, 2915, -65, 87.53, 9.20
45.10, 2909, -66, 87.53, 9.20
45.15, 2907, -66, 87.53, 9.20
45.20, 2903, -66, 87.53, 9.20
45.25, 2903, -66, 87.53, 9.20
45.30, 2895, -65, 87.53, 9.20
45.35, 2896, -65, 87.53, 9.20
45.40, 2892, -64, 87.53, 9.20
45.45, 2887, -63, 87.53, 9.20
45.50, 2882, -62, 87.51, 9.20
45.55, 2879, -61, 87.53, 9.20
45.60, 2876, -61, 87.53, 9.20
45.65, 2873, -61, 87.51, 9.20
45.70, 2867, -61, 87.53, 9.20
45.75, 2866, -62, 87.51, 9.20
45.80, 2863, -62, 87.49, 9.20
45.85, 2858, -63, 87.51, 9.20
45.90, 2857, -63, 87.51, 9.20
45.95, 2854, -62, 87.53, 9.20
46.00, 2853, -61, 87.51, 9.20
46.05, 2853, -59, 87.49, 9.20
46.10, 2854, -57, 87.49, 9.20
46.15, 2849, -56, 87.49, 9.20
46.20, 2846, -56, 87.49, 9.20
46.25, 2841, -57, 87.49, 9.20
46.30, 2839, -58, 87.49, 9.20
46.35, 2835, -60, 87.51, 9.20
46.40, 2830, -61, 87.49, 9.20
46.45, 2827, -63, 87.49, 9.20
46.50, 2819, -64, 87.49, 9.20
46.55, 2815, -65, 87.49, 9.20
46.60, 2814, -65, 87.49, 9.20
46.65, 2810, -65, 87.49, 9.20
46.70, 2806, -64, 87.49, 9.20
46.75, 2803, -64, 87.49, 9.20
46.80, 2802, -63, 87.49, 9.20
46.85, 2795, -62, 87.49, 9.20
46.90, 2795, -61, 87.49, 9.20
46.95, 2796, -60, 87.49, 9.20
47.00, 2802, -59, 87.49, 9.20
47.05, 2807, -58, 87.49, 9.20
47.10, 2795, -59, 87.48, 9.20
47.15, 2798, -60, 87.49, 9.20
47.20, 2787, -62, 87.49, 9.20
47.25, 2787, -63, 87.48, 9.20
47.30, 2780, -65, 87.48, 9.20
47.35, 2773, -65, 87.48, 9.20
47.40, 2762, -65, 87.48, 9.20
47.45, 2757, -64, 87.49, 9.20
47.50, 2751, -63, 87.48, 9.20
47.55, 2748, -62, 87.48, 9.20
47.60, 2746, -62, 87.48, 9.20
47.65, 2743, -61, 87.48, 9.20
47.70, 2740, -60, 87.48, 9.20
47.75, 2738, -59, 87.48, 9.20
47.80, 2737, -59, 87.48, 9.20
47.85, 2736, -61, 87.48, 9.20
47.90, 2736, -64, 87.48, 9.20
47.95, 2743, -68, 87.48, 9.20
48.00, 2740, -72, 87.48, 9.20
48.05, 2743, -75, 87.48, 9.20
48.10, 2734, -76, 87.46, 9.20
48.15, 2727, -76, 87.44, 9.20
48.20, 2717, -75, 87.46, 9.20
48.25, 2709, -74, 87.44, 9.20
48.30, 2702, -72, 87.46, 9.20
48.35, 2705, -71, 87.44, 9.20
48.40, 2702, -69, 87.46, 9.20
48.45, 2701, -67, 87.44, 9.20
48.50, 2696, -66, 87.44, 9.20
48.55, 2689, -66, 87.44, 9.20
48.60, 2690, -67, 87.44, 9.20
48.65, 2693, -67, 87.44, 9.20
48.70, 2688, -68, 87.44, 9.20
48.75, 2689, -69, 87.44, 9.20
48.80, 2682, -70, 87.44, 9.20
48.85, 2680, -72, 87.44, 9.20
48.90, 2662, -73, 87.44, 9.20
48.95, 2656, -75, 87.42, 9.20
49.00, 2651, -76, 87.42, 9.20
49.05, 2649, -75, 87.40, 9.20
49.10, 2648, -74, 87.40, 9.20
49.15, 2643, -72, 87.42, 9.20
49.20, 2641, -69, 87.40, 9.20
49.25, 2637, -67, 87.42, 9.20
49.30, 2634, -66, 87.40, 9.20
49.35, 2631, -66, 87.40, 9.20
49.40, 2627, -65, 87.40, 9.20
49.45, 2625, -65, 87.40, 9.20
49.50, 2620, -65, 87.39, 9.20
49.55, 2616, -66, 87.40, 9.20
49.60, 2612, -68, 87.40, 9.20
49.65, 2606, -70, 87.40, 9.20
49.70, 2603, -72, 87.40, 9.20
49.75, 2600, -72, 87.40, 9.20
49.80, 2597, -71, 87.40, 9.20
49.85, 2596, -68, 87.39, 9.20
49.90, 2594, -63, 87.39, 9.20
49.95, 2591, -59, 87.39, 9.20
50.00, 2589, -56, 87.40, 9.20
50.05, 2586, -54, 87.40, 9.20
50.10, 2588, -54, 87.39, 9.20
50.15, 2586, -55, 87.37, 9.20
50.20, 2579, -57, 87.37, 9.20
50.25, 2577, -59, 87.37, 9.20
50.30, 2574, -61, 87.39, 9.20
50.35, 2577, -62, 87.37, 9.20
50.40, 2574, -63, 87.37, 9.20
50.45, 2570, -63, 87.37, 9.20
50.50, 2564, -63, 87.37, 9.20
50.55, 2559, -62, 87.37, 9.20
50.60, 2556, -62, 87.37, 9.20
50.65, 2546, -61, 87.37, 9.20
50.70, 2541, -60, 87.37, 9.20
50.75, 2540, -59, 87.37, 9.20
50.80, 2540, -58, 87.37, 9.20
50.85, 2542, -57, 87.37, 9.20
50.90, 2544, -57, 87.37, 9.20
50.95, 2544, -58, 87.35, 9.20
51.00, 2555, -60, 87.37, 9.20
51.05, 2550, -62, 87.37, 9.20
51.10, 2530, -64, 87.37, 9.20
51.15, 2532, -65, 87.35, 9.20
51.20, 2522, -66, 87.35, 9.20
51.25, 2515, -66, 87.37, 9.20
51.30, 2506, -66, 87.37, 9.20
51.35, 2504, -66, 87.35, 9.20
51.40, 2500, -66, 87.35, 9.20
51.45, 2497, -65, 87.35, 9.20
51.50, 2495, -63, 87.35, 9.20
51.55, 2490, -62, 87.35, 9.20
51.60, 2488, -61, 87.35, 9.20
51.65, 2486, -61, 87.35, 9.20
51.70, 2483, -61, 87.35, 9.20
51.75, 2486, -62, 87.35, 9.20
51.80, 2486, -64, 87.35, 9.20
51.85, 2481, -66, 87.35, 9.20
51.90, 2482, -69, 87.33, 9.20
51.95, 2477, -71, 87.33, 9.20
52.00, 2464, -72, 87.35, 9.20
52.05, 2458, -70, 87.33, 9.20
52.10, 2455, -68, 87.33, 9.20
52.15, 2451, -64, 87.31, 9.20
52.20, 2450, -60, 87.31, 9.20
52.25, 2447, -57, 87.31, 9.20
52.30, 2445, -55, 87.35, 9.20
52.35, 2443, -53, 87.35, 9.20
52.40, 2441, -51, 87.31, 9.20
52.45, 2444, -51, 87.31, 9.20
52.50, 2441, -52, 87.31, 9.20
52.55, 2437, -53, 87.31, 9.20
52.60, 2429, -56, 87.31, 9.20
52.65, 2425, -59, 87.31, 9.20
52.70, 2422, -63, 87.30, 9.20
52.75, 2415, -66, 87.31, 9.20
52.80, 2412, -68, 87.31, 9.20
52.85, 2412, -69, 87.31, 9.20
52.90, 2406, -68, 87.31, 9.20
52.95, 2406, -67, 87.30, 9.20
53.00, 2403, -64, 87.30, 9.20
53.05, 2403, -62, 87.30, 9.20
53.10, 2400, -61, 87.31, 9.20
53.15, 2411, -59, 87.28, 9.20
53.20, 2406, -57, 87.28, 9.20
53.25, 2397, -56, 87.30, 9.20
53.30, 2403, -55, 87.28, 9.20
53.35, 2405, -56, 87.28, 9.20
53.40, 2394, -58, 87.30, 9.20
53.45, 2402, -61, 87.28, 9.20
53.50, 2389, -63, 87.28, 9.20
53.55, 2376, -64, 87.28, 9.20
53.60, 2372, -64, 87.28, 9.20
53.65, 2363, -64, 87.26, 9.20
53.70, 2353, -64, 87.28, 9.20
53.75, 2348, -64, 87.26, 9.20
53.80, 2346, -65, 87.28, 9.20
53.85, 2345, -65, 87.26, 9.20
53.90, 2344, -65, 87.26, 9.20
53.95, 2342, -65, 87.26, 9.20
54.00, 2338, -65, 87.26, 9.20
54.05, 2337, -65, 87.26, 9.20
54.10, 2337, -65, 87.26, 9.20
54.15, 2336, -64, 87.26, 9.20
54.20, 2335, -63, 87.26, 9.20
54.25, 2348, -63, 87.26, 9.20
54.30, 2343, -62, 87.26, 9.20
54.35, 2328, -62, 87.26, 9.20
54.40, 2319, -62, 87.24, 9.20
54.45, 2315, -60, 87.24, 9.20
54.50, 2305, -58, 87.24, 9.20
54.55, 2305, -56, 87.26, 9.20
54.60, 2302, -55, 87.24, 9.20
54.65, 2298, -55, 87.22, 9.20
54.70, 2291, -56, 87.22, 9.20
54.75, 2284, -58, 87.22, 9.20
54.80, 2282, -59, 87.22, 9.20
54.85, 2280, -61, 87.22, 9.20
54.90, 2277, -62, 87.22, 9.20
54.95, 2277, -62, 87.22, 9.20
55.00, 2276, -63, 87.22, 9.20
55.05, 2273, -63, 87.22, 9.20
55.10, 2279, -64, 87.21, 9.20
55.15, 2285, -66, 87.21, 9.20
55.20, 2283, -68, 87.21, 9.20
55.25, 2280, -69, 87.21, 9.20
55.30, 2277, -69, 87.21, 9.20
55.35, 2276, -67, 87.22, 9.20
55.40, 2282, -65, 87.19, 9.20
55.45, 2270, -63, 87.21, 9.20
55.50, 2267, -62, 87.19, 9.20
55.55, 2277, -62, 87.21, 9.20
55.60, 2257, -63, 87.19, 9.20
55.65, 2244, -63, 87.19, 9.20
55.70, 2237, -63, 87.17, 9.20
55.75, 2225, -63, 87.19, 9.20
55.80, 2229, -63, 87.19, 9.20
55.85, 2222, -63, 87.17, 9.20
55.90, 2220, -62, 87.15, 9.20
55.95, 2218, -63, 87.17, 9.20
56.00, 2213, -63, 87.19, 9.20
56.05, 2213, -65, 87.15, 9.20
56.10, 2209, -67, 87.15, 9.20
56.15, 2206, -70, 87.15, 9.20
56.20, 2205, -73, 87.17, 9.20
56.25, 2203, -75, 87.15, 9.20
56.30, 2195, -76, 87.17, 9.20
56.35, 2197, -76, 87.15, 9.20
56.40, 2191, -76, 87.15, 9.20
56.45, 2191, -75, 87.15, 9.20
56.50, 2188, -74, 87.15, 9.20
56.55, 2177, -72, 87.15, 9.20
56.60, 2170, -68, 87.15, 9.20
56.65, 2167, -65, 87.15, 9.20
56.70, 2163, -62, 87.15, 9.20
56.75, 2162, -60, 87.15, 9.20
56.80, 2159, -58, 87.15, 9.20
56.85, 2153, -57, 87.15, 9.20
56.90, 2151, -55, 87.15, 9.20
56.95, 2159, -55, 87.13, 9.20
57.00, 2156, -54, 87.15, 9.20
57.05, 2147, -54, 87.15, 9.20
57.10, 2144, -54, 87.13, 9.20
57.15, 2139, -55, 87.13, 9.20
57.20, 2131, -56, 87.13, 9.20
57.25, 2129, -56, 87.13, 9.20
57.30, 2127, -56, 87.13, 9.20
57.35, 2126, -57, 87.12, 9.20
57.40, 2126, -58, 87.13, 9.20
57.45, 2122, -59, 87.13, 9.20
57.50, 2130, -61, 87.13, 9.20
57.55, 2121, -61, 87.13, 9.20
57.60, 2122, -62, 87.13, 9.20
57.65, 2119, -61, 87.12, 9.20
57.70, 2112, -60, 87.12, 9.20
57.75, 2109, -58, 87.12, 9.20
57.80, 2116, -57, 87.13, 9.20
57.85, 2114, -55, 87.10, 9.20
57.90, 2109, -54, 87.10, 9.20
57.95, 2110, -54, 87.10, 9.20
58.00, 2114, -54, 87.10, 9.20
58.05, 2101, -54, 87.10, 9.20
58.10, 2104, -54, 87.08, 9.20
58.15, 2088, -54, 87.10, 9.20
58.20, 2095, -54, 87.06, 9.20
58.25, 2090, -55, 87.06, 9.20
58.30, 2087, -57, 87.06, 9.20
58.35, 2078, -59, 87.06, 9.20
58.40, 2076, -61, 87.06, 9.20
58.45, 2066, -63, 87.06, 9.20
58.50, 2057, -65, 87.04, 9.20
58.55, 2048, -64, 87.04, 9.20
58.60, 2046, -63, 87.03, 9.20
58.65, 2043, -63, 87.04, 9.20
58.70, 2044, -63, 87.03, 9.20
58.75, 2050, -65, 87.04, 9.20
58.80, 2056, -67, 87.03, 9.20
58.85, 2046, -70, 87.03, 9.20
58.90, 2047, -71, 87.03, 9.20
58.95, 2049, -73, 87.03, 9.20
59.00, 2045, -72, 87.03, 9.20
59.05, 2042, -72, 87.03, 9.20
59.10, 2036, -71, 87.03, 9.20
59.15, 2020, -71, 87.03, 9.20
59.20, 2026, -71, 87.03, 9.20
59.25, 2023, -71, 87.03, 9.20
59.30, 2010, -72, 87.03, 9.20
59.35, 2005, -72, 87.03, 9.20
59.40, 1996, -70, 87.03, 9.20
59.45, 1997, -69, 87.03, 9.20
59.50, 1997, -66, 87.03, 9.20
59.55, 1997, -63, 87.03, 9.20
59.60, 1995, -62, 87.03, 9.20
59.65, 1998, -62, 87.03, 9.20
59.70, 1995, -64, 87.03, 9.20
59.75, 1975, -68, 87.03, 9.20
59.80, 1973, -72, 87.03, 9.20
59.85, 1972, -75, 87.03, 9.20
59.90, 1966, -77, 87.03, 9.20
59.95, 1970, -79, 87.01, 9.20
60.00, 1959, -79, 87.01, 9.20
60.05, 1963, -78, 87.03, 9.20
60.10, 1959, -76, 87.01, 9.20
60.15, 1956, -74, 87.01, 9.20
60.20, 1950, -72, 87.01, 9.20
60.25, 1946, -70, 87.01, 9.20
60.30, 1937, -68, 87.01, 9.20
60.35, 1934, -67, 87.01, 9.20
60.40, 1929, -67, 87.01, 9.20
60.45, 1930, -67, 86.99, 9.20
60.50, 1929, -68, 86.99, 9.20
60.55, 1924, -70, 87.01, 9.20
60.60, 1931, -70, 87.01, 9.20
60.65, 1926, -70, 86.97, 9.20
60.70, 1917, -68, 86.99, 9.20
60.75, 1909, -66, 86.97, 9.20
60.80, 1898, -63, 86.99, 9.20
60.85, 1896, -61, 86.97, 9.20
60.90, 1892, -60, 86.97, 9.20
60.95, 1889, -60, 86.99, 9.20
61.00, 1886, -61, 86.99, 9.20
61.05, 1884, -63, 86.99, 9.20
61.10, 1884, -63, 86.97, 9.20
61.15, 1883, -63, 86.99, 9.20
61.20, 1883, -62, 86.97, 9.20
61.25, 1878, -61, 86.97, 9.20
61.30, 1873, -60, 86.99, 9.20
61.35, 1877, -61, 86.97, 9.20
61.40, 1866, -64, 86.97, 9.20
61.45, 1864, -66, 86.97, 9.20
61.50, 1857, -69, 86.97, 9.20
61.55, 1858, -70, 86.97, 9.20
61.60, 1857, -71, 86.97, 9.20
61.65, 1855, -70, 86.97, 9.20
61.70, 1847, -68, 86.97, 9.20
61.75, 1852, -66, 86.95, 9.20
61.80, 1860, -63, 86.95, 9.20
61.85, 1856, -61, 86.97, 9.20
61.90, 1848, -60, 86.97, 9.20
61.95, 1848, -60, 86.94, 9.20
62.00, 1835, -61, 86.95, 9.20
62.05, 1831, -63, 86.94, 9.20
62.10, 1827, -65, 86.94, 9.20
62.15, 1837, -66, 86.94, 9.20
62.20, 1825, -67, 86.94, 9.20
62.25, 1829, -68, 86.94, 9.20
62.30, 1817, -68, 86.94, 9.20
62.35, 1808, -68, 86.94, 9.20
62.40, 1795, -67, 86.94, 9.20
62.45, 1794, -67, 86.94, 9.20
62.50, 1789, -67, 86.94, 9.20
62.55, 1785, -66, 86.94, 9.20
62.60, 1783, -67, 86.92, 9.20
62.65, 1781, -67, 86.94, 9.20
62.70, 1782, -69, 86.92, 9.20
62.75, 1780, -70, 86.92, 9.20
62.80, 1778, -72, 86.92, 9.20
62.85, 1783, -73, 86.92, 9.20
62.90, 1773, -73, 86.92, 9.20
62.95, 1766, -72, 86.94, 9.20
63.00, 1763, -71, 86.92, 9.20
63.05, 1755, -70, 86.92, 9.20
63.10, 1752, -70, 86.94, 9.20
63.15, 1749, -71, 86.92, 9.20
63.20, 1746, -71, 86.92, 9.20
63.25, 1741, -71, 86.92, 9.20
63.30, 1739, -70, 86.92, 9.20
63.35, 1737, -67, 86.92, 9.20
63.40, 1732, -65, 86.92, 9.20
63.45, 1731, -64, 86.92, 9.20
63.50, 1728, -62, 86.92, 9.20
63.55, 1726, -61, 86.92, 9.20
63.60, 1727, -61, 86.92, 9.20
63.65, 1719, -62, 86.92, 9.20
63.70, 1713, -63, 86.92, 9.20
63.75, 1715, -65, 86.90, 9.20
63.80, 1709, -67, 86.90, 9.20
63.85, 1705, -68, 86.92, 9.20
63.90, 1703, -67, 86.92, 9.20
63.95, 1700, -66, 86.92, 9.20
64.00, 1700, -64, 86.88, 9.20
64.05, 1697, -63, 86.92, 9.20
64.10, 1691, -62, 86.90, 9.20
64.15, 1687, -61, 86.88, 9.20
64.20, 1682, -59, 86.90, 9.20
64.25, 1679, -58, 86.88, 9.20
64.30, 1678, -57, 86.90, 9.20
64.35, 1672, -55, 86.88, 9.20
64.40, 1669, -55, 86.88, 9.20
64.45, 1668, -56, 86.88, 9.20
64.50, 1665, -57, 86.88, 9.20
64.55, 1669, -58, 86.88, 9.20
64.60, 1663, -60, 86.88, 9.20
64.65, 1658, -61, 86.90, 9.20
64.70, 1655, -62, 86.88, 9.20
64.75, 1646, -62, 86.88, 9.20
64.80, 1641, -62, 86.88, 9.20
64.85, 1640, -63, 86.88, 9.20
64.90, 1639, -63, 86.88, 9.20
64.95, 1637, -62, 86.88, 9.20
65.00, 1636, -62, 86.88, 9.20
65.05, 1632, -61, 86.85, 9.20
65.10, 1629, -59, 86.86, 9.20
65.15, 1629, -57, 86.85, 9.20
65.20, 1628, -56, 86.86, 9.20
65.25, 1629, -55, 86.85, 9.20
65.30, 1636, -55, 86.85, 9.20
65.35, 1625, -56, 86.86, 9.20
65.40, 1618, -56, 86.86, 9.20
65.45, 1623, -56, 86.85, 9.20
65.50, 1613, -56, 86.85, 9.20
65.55, 1602, -56, 86.85, 9.20
65.60, 1602, -54, 86.85, 9.20
65.65, 1597, -53, 86.85, 9.20
65.70, 1590, -51, 86.85, 9.20
65.75, 1586, -51, 86.81, 9.20
65.80, 1583, -51, 86.85, 9.20
65.85, 1581, -53, 86.83, 9.20
65.90, 1581, -55, 86.83, 9.20
65.95, 1575, -55, 86.83, 9.20
66.00, 1578, -56, 86.83, 9.20
66.05, 1571, -57, 86.81, 9.20
66.10, 1581, -57, 86.83, 9.20
66.15, 1576, -59, 86.83, 9.20
66.20, 1576, -60, 86.83, 9.20
66.25, 1567, -61, 86.81, 9.20
66.30, 1560, -62, 86.83, 9.20
66.35, 1561, -62, 86.81, 9.20
66.40, 1562, -60, 86.81, 9.20
66.45, 1558, -58, 86.81, 9.20
66.50, 1552, -55, 86.81, 9.20
